,carat,cut,color,clarity,depth,table,price,x,y,z,class
328,0.4,Good,E,VVS2,58.5,60.0,1059,4.82,4.86,2.83,accept
329,0.3,Fair,E,VVS2,51.0,67.0,945,4.67,4.62,2.37,accept
330,0.31,Ideal,E,VVS1,61.5,56.0,865,4.36,4.39,2.69,accept
331,0.32,Ideal,D,VS2,60.5,56.0,758,4.45,4.48,2.7,accept
332,0.97,Very Good,G,SI2,59.8,58.0,3960,6.38,6.42,3.83,reject
333,0.3,Ideal,E,VS2,61.6,56.0,844,4.3,4.27,2.64,accept
334,1.51,Good,D,VS2,59.8,65.0,12709,7.36,7.43,4.42,reject
335,0.32,Premium,F,SI1,62.7,57.0,684,4.4,4.37,2.75,reject
336,1.12,Premium,G,VS1,62.2,59.0,7827,6.61,6.58,4.1,reject
337,1.52,Good,I,SI1,64.1,57.0,8852,7.26,7.21,4.64,reject
338,0.3,Ideal,E,VS2,62.0,55.0,844,4.35,4.3,2.68,accept
339,0.33,Ideal,H,VS2,61.8,54.0,539,4.45,4.48,2.76,reject
340,1.04,Good,F,VS1,63.2,57.0,7399,6.41,6.44,4.06,reject
341,3.11,Fair,J,I1,65.9,57.0,9823,9.15,9.02,5.98,reject
342,0.51,Premium,H,SI1,60.0,61.0,1163,5.2,5.17,3.11,reject
343,0.33,Ideal,E,VVS1,61.6,55.0,1130,4.44,4.46,2.74,accept
344,0.76,Ideal,E,SI1,60.6,57.0,2961,5.91,5.93,3.59,reject
345,0.41,Good,D,VVS2,63.3,59.0,949,4.71,4.73,2.99,accept
346,1.23,Ideal,H,SI1,63.0,55.0,5768,6.78,6.72,4.27,reject
347,1.54,Ideal,G,VS1,61.2,56.0,14278,7.45,7.46,4.57,reject
348,1.02,Ideal,F,VS2,62.6,57.0,7632,6.4,6.47,4.03,reject
349,0.31,Premium,E,VS1,61.9,56.0,816,4.37,4.32,2.69,reject
350,0.26,Premium,E,VVS1,61.7,59.0,599,4.1,4.14,2.54,accept
351,0.3,Very Good,E,VS2,62.7,53.0,603,4.32,4.35,2.72,accept
352,0.31,Ideal,E,VVS1,59.8,60.0,725,4.38,4.42,2.63,accept
353,1.11,Ideal,F,VS2,61.6,57.0,7740,6.65,6.67,4.1,reject
354,1.19,Ideal,E,SI2,61.9,56.0,5497,6.8,6.84,4.22,reject
355,0.58,Ideal,D,VS1,61.4,57.0,2067,5.41,5.34,3.3,accept
356,0.72,Good,H,VS2,61.8,61.0,2497,5.68,5.75,3.53,reject
357,0.33,Ideal,G,VS1,62.1,55.0,854,4.46,4.43,2.76,reject
358,1.01,Premium,G,VS1,62.0,58.0,6441,6.44,6.4,3.98,reject
359,0.31,Ideal,D,VS2,61.2,55.0,734,4.37,4.42,2.69,accept
360,0.31,Ideal,E,IF,61.5,56.0,1214,4.35,4.4,2.69,accept
361,0.25,Very Good,F,VVS2,61.9,57.0,548,4.07,4.11,2.53,accept
362,1.01,Very Good,H,SI1,63.3,57.0,4707,6.41,6.36,4.04,reject
363,0.58,Ideal,F,VVS2,62.0,56.0,2509,5.32,5.36,3.31,accept
364,1.01,Premium,H,IF,62.1,59.0,6702,6.47,6.41,4.0,reject
365,0.54,Ideal,G,VS1,62.3,55.0,1754,5.2,5.24,3.25,reject
366,0.71,Ideal,E,SI1,61.8,57.0,2717,5.72,5.76,3.55,reject
367,0.33,Premium,F,VS2,60.0,60.0,577,4.45,4.49,2.68,accept
368,0.74,Ideal,D,VS1,61.7,55.0,3746,5.85,5.79,3.59,accept
369,0.5,Good,D,SI2,61.9,63.0,1175,5.05,5.07,3.13,reject
370,0.9,Ideal,F,SI2,62.6,57.0,3704,6.2,6.13,3.86,reject
371,1.02,Ideal,F,VS2,62.3,56.0,7175,6.39,6.54,4.0,reject
372,1.11,Premium,E,SI2,62.5,58.0,4581,6.61,6.63,4.14,reject
373,0.52,Ideal,G,VVS1,60.7,55.0,2065,5.19,5.29,3.18,reject
374,0.3,Premium,G,VVS2,62.8,60.0,878,4.28,4.25,2.68,reject
375,1.06,Ideal,F,SI2,62.7,56.0,3461,6.52,6.47,4.07,reject
376,1.12,Ideal,G,SI2,62.1,57.0,4222,6.71,6.65,4.14,reject
377,1.21,Premium,H,VS1,62.3,58.0,7223,6.84,6.77,4.24,reject
378,1.23,Ideal,H,VS1,60.6,57.0,7803,6.94,6.98,4.22,reject
379,0.33,Very Good,F,VVS1,60.1,56.0,841,4.53,4.56,2.73,accept
380,0.56,Premium,E,VS2,61.4,61.0,1915,5.31,5.28,3.25,accept
381,0.92,Premium,H,SI1,62.0,60.0,3555,6.27,6.21,3.87,reject
382,1.27,Premium,G,SI1,61.4,59.0,7005,6.94,6.98,4.27,reject
383,0.31,Premium,G,VVS1,63.0,58.0,1046,4.32,4.29,2.71,reject
384,0.23,Very Good,E,VVS2,62.4,59.0,530,3.89,3.93,2.44,accept
385,1.15,Ideal,H,SI2,62.0,56.0,4870,6.68,6.75,4.16,reject
386,1.03,Very Good,H,SI2,62.3,57.0,4268,6.43,6.48,4.02,reject
387,1.2,Ideal,E,VVS1,61.6,57.0,13597,6.83,6.78,4.19,reject
388,0.5,Premium,E,SI2,61.8,59.0,1181,5.07,5.03,3.12,reject
389,0.6,Ideal,E,VS2,62.0,56.0,2112,5.4,5.43,3.36,accept
390,0.51,Ideal,D,VS2,60.8,57.0,1769,5.18,5.21,3.16,accept
391,1.51,Good,I,SI1,63.9,63.0,7365,7.2,7.17,4.59,reject
392,0.72,Good,F,SI1,63.9,62.0,2188,5.7,5.63,3.62,reject
393,0.75,Ideal,E,VS2,61.7,56.0,3150,5.86,5.84,3.61,accept
394,0.52,Ideal,D,VS2,61.9,57.0,1919,5.17,5.14,3.19,accept
395,1.25,Premium,G,VS1,61.8,58.0,9009,6.91,6.94,4.28,reject
396,0.7,Very Good,F,VVS2,58.7,63.0,3234,5.82,5.79,3.41,accept
397,0.27,Ideal,G,IF,61.2,57.0,627,4.17,4.2,2.56,reject
398,0.3,Ideal,H,VS2,60.7,57.0,473,4.33,4.37,2.64,reject
399,0.34,Ideal,G,VVS2,62.1,55.0,775,4.44,4.48,2.77,reject
400,0.3,Ideal,H,VS2,62.1,55.0,491,4.33,4.36,2.7,reject
401,1.21,Ideal,D,VS1,61.0,57.0,10335,6.88,6.85,4.19,reject
402,0.52,Ideal,E,VVS2,61.8,56.0,2430,5.15,5.18,3.19,accept
403,0.3,Ideal,E,VS2,62.1,55.0,844,4.32,4.28,2.67,accept
404,0.4,Premium,E,SI1,60.9,60.0,945,4.77,4.75,2.9,reject
405,1.26,Ideal,F,IF,62.6,57.0,13671,6.94,6.84,4.31,reject
406,1.29,Ideal,I,VS2,62.7,57.0,6509,6.97,6.91,4.35,reject
407,2.25,Premium,I,SI1,61.3,58.0,15397,8.52,8.42,0.0,reject
408,0.51,Very Good,D,VS1,62.2,59.0,1959,5.1,5.13,3.18,accept
409,0.4,Premium,D,VS1,59.2,59.0,1123,4.79,4.81,2.84,reject
410,0.52,Ideal,H,VS1,61.7,55.0,1790,5.21,5.17,3.2,reject
411,0.43,Very Good,G,SI1,63.1,58.0,903,4.79,4.75,3.01,reject
412,0.71,Good,F,VVS2,58.9,61.0,2960,5.8,5.9,3.44,accept
413,0.58,Ideal,I,VVS1,62.3,53.0,1580,5.38,5.4,3.36,reject
414,0.37,Very Good,E,VS1,62.0,56.0,925,4.59,4.63,2.86,reject
415,0.31,Ideal,F,VVS1,62.1,56.0,897,4.35,4.38,2.71,accept
416,0.52,Ideal,D,VS2,61.8,55.0,2225,5.19,5.23,3.22,accept
417,1.41,Ideal,G,VS1,60.4,57.0,11009,7.22,7.31,4.39,reject
418,0.55,Very Good,F,VVS2,62.4,59.0,2147,5.2,5.22,3.25,accept
419,0.61,Ideal,E,VS1,62.2,54.0,2485,5.43,5.45,3.38,accept
420,0.7,Premium,F,SI1,61.6,58.0,2463,5.73,5.7,3.52,reject
421,1.01,Very Good,F,VS2,60.0,63.0,6598,6.46,6.48,3.88,reject
422,0.35,Ideal,F,IF,60.7,57.0,1073,4.6,4.56,2.78,accept
423,0.24,Very Good,F,VVS2,61.7,56.0,608,3.98,4.0,2.45,accept
424,0.42,Ideal,D,VS2,61.2,56.0,1103,4.84,4.8,2.95,accept
425,0.53,Ideal,D,VS1,61.5,55.0,1813,5.19,5.22,3.2,accept
426,1.7,Ideal,H,VS2,62.2,57.0,13632,7.63,7.67,4.76,reject
427,0.4,Ideal,G,VS1,62.4,57.0,1125,4.74,4.72,2.95,reject
428,0.32,Ideal,D,VVS1,61.8,56.0,1067,4.39,4.41,2.72,accept
429,0.39,Ideal,F,VS1,61.7,56.0,913,4.68,4.72,2.9,reject
430,0.3,Premium,E,VS2,62.9,58.0,844,4.24,4.22,2.66,accept
431,0.41,Very Good,E,SI2,63.4,58.0,818,4.75,4.71,3.0,reject
432,0.5,Good,H,VVS2,66.1,58.0,1214,4.87,4.9,3.23,reject
433,0.55,Very Good,F,VS1,61.2,56.4,1975,5.28,5.33,3.25,accept
434,0.51,Very Good,F,VS2,62.9,55.0,1569,5.08,5.12,3.21,accept
435,0.48,Premium,H,VS1,60.7,61.0,1270,5.04,5.01,3.05,reject
436,0.31,Premium,F,VS2,62.3,59.0,802,4.34,4.29,2.69,accept
437,0.33,Very Good,F,VS2,62.4,57.0,666,4.39,4.43,2.75,accept
438,0.37,Premium,D,VS2,61.0,59.0,1124,4.63,4.59,2.81,accept
439,0.61,Very Good,H,VVS2,60.5,57.0,1970,5.52,5.54,3.35,reject
440,1.05,Very Good,D,SI1,59.3,59.0,5952,6.63,6.69,3.95,reject
441,0.34,Premium,F,VS2,62.9,58.0,880,4.46,4.44,2.8,accept
442,0.33,Ideal,F,IF,61.2,56.0,1240,4.47,4.49,2.74,accept
443,0.44,Ideal,E,VVS1,61.4,55.0,1868,4.92,4.95,3.03,accept
444,0.3,Ideal,D,SI1,61.0,56.0,709,4.37,4.35,2.66,reject
445,0.38,Very Good,E,VS2,60.5,58.0,866,4.66,4.7,2.83,accept
446,0.54,Premium,E,VS1,62.7,60.0,2608,5.14,5.1,3.21,accept
447,0.52,Premium,E,VS2,61.6,59.0,1576,5.14,5.16,3.17,accept
448,0.7,Premium,E,SI2,62.9,59.0,2307,5.67,5.59,3.54,reject
449,0.54,Ideal,F,VS1,60.7,59.0,1849,5.27,5.3,3.21,accept
450,0.5,Good,E,SI1,63.2,57.0,1316,5.03,5.06,3.19,reject
451,0.42,Premium,E,VS2,62.8,59.0,1024,4.8,4.76,3.0,accept
452,0.33,Premium,E,VVS2,60.3,58.0,868,4.47,4.49,2.7,accept
453,1.09,Very Good,J,VVS1,63.9,56.0,5588,6.47,6.51,4.15,reject
454,1.21,Very Good,D,VS2,62.6,59.0,8969,6.72,6.79,4.23,reject
455,0.5,Ideal,H,SI1,62.4,56.0,1140,5.07,5.09,3.17,reject
456,0.56,Ideal,F,VS2,62.2,55.0,1739,5.25,5.28,3.28,accept
457,0.55,Very Good,E,VS2,58.1,62.0,1589,5.38,5.46,3.15,accept
458,1.0,Very Good,G,VS2,60.8,55.0,6296,6.46,6.49,3.94,reject
459,0.3,Premium,G,SI2,62.5,59.0,394,4.27,4.31,2.68,reject
460,0.31,Ideal,D,VS2,62.3,55.0,942,4.37,4.33,2.71,accept
461,0.9,Ideal,D,SI1,62.4,55.0,5656,6.15,6.19,3.85,reject
462,0.4,Ideal,D,VVS2,61.9,56.0,1263,4.74,4.76,2.94,accept
463,0.58,Very Good,F,SI1,63.1,57.0,1401,5.28,5.31,3.34,reject
464,0.31,Ideal,G,SI2,62.0,54.0,436,4.38,4.42,2.73,reject
465,1.0,Good,I,SI1,60.5,57.0,3878,6.4,6.46,3.89,reject
466,0.71,Ideal,D,VS1,61.3,56.0,3406,5.75,5.77,3.53,accept
467,0.31,Ideal,E,VS2,61.6,56.0,872,4.4,4.37,2.7,accept
468,0.73,Premium,F,VS2,60.3,59.0,2841,5.9,5.87,3.55,accept
469,1.17,Premium,F,VS2,60.2,58.0,8256,6.88,6.85,4.13,reject
470,0.3,Very Good,F,IF,62.6,55.0,886,4.3,4.32,2.7,accept
471,0.34,Ideal,E,VS2,62.6,55.0,745,4.43,4.45,2.78,accept
472,1.02,Ideal,D,SI1,62.3,57.0,6191,6.41,6.44,4.0,reject
473,0.57,Ideal,E,VS2,61.5,57.0,2491,5.35,5.32,3.28,accept
474,0.36,Ideal,D,SI1,62.0,56.0,663,4.55,4.61,2.84,reject
475,0.23,Very Good,E,VVS2,62.8,58.0,505,3.92,3.94,2.47,accept
476,0.37,Good,E,VS2,63.5,56.0,681,4.55,4.59,2.9,accept
477,1.01,Good,F,VVS1,63.2,56.0,9012,6.33,6.39,4.02,reject
478,0.38,Ideal,G,VS2,60.4,57.0,726,4.68,4.71,2.83,reject
479,0.46,Very Good,E,VS2,62.1,57.0,1194,4.89,4.93,3.05,accept
480,2.0,Very Good,J,VS2,60.8,62.0,13043,8.09,8.12,4.93,reject
481,0.51,Premium,H,VS2,58.5,61.0,1359,5.26,5.23,3.07,reject
482,1.0,Very Good,D,VVS2,59.9,61.0,9740,6.42,6.5,3.87,reject
483,0.39,Ideal,G,SI2,61.2,56.0,603,4.71,4.73,2.89,reject
484,0.46,Ideal,J,VVS1,62.5,56.0,1018,4.93,4.89,3.07,reject
485,0.4,Premium,E,VVS2,60.8,59.0,988,4.73,4.77,2.89,accept
486,0.4,Very Good,E,VVS2,61.0,55.0,1106,4.77,4.81,2.92,accept
487,0.57,Very Good,F,SI1,58.6,57.0,1364,5.37,5.59,3.21,reject
488,0.75,Ideal,F,VVS1,60.6,57.0,5288,5.88,5.94,3.59,accept
489,1.52,Premium,H,VS2,61.1,61.0,8825,7.4,7.36,4.51,reject
490,0.51,Very Good,E,VS1,61.1,59.0,1839,5.14,5.2,3.16,accept
491,0.39,Premium,D,VS2,60.2,59.0,1024,4.76,4.74,2.86,accept
492,0.8,Premium,F,VS2,62.4,59.0,3285,5.92,5.85,3.67,reject
493,1.54,Premium,F,VS2,62.4,59.0,14578,7.43,7.38,4.62,reject
494,1.2,Premium,I,VS2,61.8,55.0,5699,6.93,6.8,4.24,reject
495,0.8,Ideal,G,SI2,62.2,56.0,2749,5.95,5.91,3.69,reject
496,0.53,Ideal,D,VS2,61.8,57.0,1694,5.17,5.21,3.21,accept
497,2.06,Ideal,I,VS2,62.2,55.0,18779,8.15,8.19,5.08,reject
498,0.5,Very Good,F,VS2,62.6,54.0,1404,5.1,5.13,3.2,accept
499,0.22,Premium,D,VS2,59.3,62.0,404,3.91,3.88,2.31,accept
500,1.5,Premium,I,VS2,62.5,59.0,9055,7.3,7.26,4.55,reject
501,0.52,Premium,D,VS2,61.2,58.0,1919,5.2,5.16,3.17,accept
502,0.3,Premium,D,VS2,61.9,58.0,710,4.28,4.32,2.66,accept
503,0.5,Ideal,E,VS2,62.2,55.0,1624,5.07,5.09,3.16,accept
504,1.55,Ideal,I,VS2,62.6,56.0,8831,7.35,7.41,4.62,reject
505,1.16,Premium,H,SI1,60.2,59.0,5480,6.84,6.77,4.1,reject
506,1.27,Good,J,SI2,66.0,59.0,4542,6.71,6.75,4.44,reject
507,0.7,Ideal,J,SI1,60.1,59.0,1949,5.79,5.75,3.47,reject
508,0.33,Ideal,F,VVS1,62.1,56.0,828,4.43,4.46,2.76,accept
509,0.43,Ideal,F,VS2,61.1,56.0,905,4.88,4.91,2.99,accept
510,0.27,Ideal,F,IF,61.8,55.0,760,4.14,4.21,2.57,accept
511,1.02,Very Good,G,VVS1,63.0,58.0,7657,6.4,6.43,4.04,reject
512,0.41,Very Good,G,VVS1,63.1,57.0,945,4.68,4.73,2.97,reject
513,0.7,Ideal,I,VS2,62.3,54.0,2390,5.67,5.72,3.55,reject
514,0.73,Ideal,E,VVS2,61.6,55.0,3535,5.8,5.83,3.58,accept
515,0.31,Premium,H,SI1,62.3,55.0,573,4.36,4.34,2.71,reject
516,0.7,Premium,E,VS2,62.5,59.0,2737,5.65,5.62,3.52,accept
517,0.72,Very Good,E,SI1,57.9,58.0,2610,5.92,5.96,3.44,reject
518,1.7,Ideal,H,SI2,62.1,57.0,7273,7.68,7.63,4.75,reject
519,0.72,Very Good,G,SI2,63.3,58.0,2246,5.72,5.68,3.61,reject
520,0.54,Very Good,F,VS1,60.0,61.0,1657,5.31,5.26,3.17,accept
521,0.52,Ideal,E,VS2,61.4,54.0,1576,5.2,5.23,3.2,accept
522,1.21,Premium,J,VVS2,61.7,60.0,5531,6.85,6.82,4.22,reject
523,1.0,Good,F,VS2,61.1,61.0,6841,6.38,6.45,3.92,reject
524,0.81,Premium,I,VVS2,62.9,59.0,3084,5.95,5.84,3.71,reject
525,0.52,Premium,E,VS2,60.7,58.0,1815,5.21,5.17,3.15,accept
526,0.23,Ideal,E,VS1,61.9,55.0,586,3.94,3.98,2.45,reject
527,0.24,Very Good,F,VVS1,61.7,56.0,485,3.98,4.0,2.46,accept
528,0.41,Very Good,E,SI1,60.5,61.0,755,4.78,4.8,2.9,reject
529,0.23,Fair,G,VVS2,61.4,66.0,369,3.87,3.91,2.39,reject
530,0.56,Fair,E,VVS2,57.3,60.0,2426,5.5,5.57,3.17,accept
531,0.7,Very Good,F,VS2,62.3,59.0,2744,5.63,5.7,3.53,accept
532,0.31,Ideal,D,VS2,60.4,56.0,942,4.42,4.39,2.66,accept
533,1.35,Premium,H,VS2,60.5,62.0,6093,7.16,7.11,4.32,reject
534,0.35,Premium,H,VVS2,62.5,58.0,906,4.51,4.48,2.81,reject
535,0.3,Ideal,F,VVS2,62.3,54.0,684,4.32,4.35,2.7,accept
536,0.72,Ideal,E,VS2,62.8,57.0,2835,5.71,5.73,3.59,accept
537,1.71,Premium,E,SI1,62.2,58.0,14190,7.61,7.67,4.75,reject
538,0.33,Ideal,H,VS1,61.7,54.0,743,4.47,4.45,2.75,reject
539,0.41,Premium,F,VS2,60.3,60.0,1107,4.84,4.81,2.91,accept
540,0.25,Ideal,E,VS2,60.6,57.0,535,4.08,4.11,2.48,accept
541,0.26,Very Good,E,VVS2,63.1,59.0,769,4.08,4.04,2.56,accept
542,0.41,Good,E,VS2,61.1,61.0,982,4.77,4.82,2.93,accept
543,0.8,Ideal,E,VS1,62.1,56.0,4086,5.92,5.97,3.69,reject
544,0.9,Very Good,H,VS1,62.7,57.0,4136,6.14,6.18,3.86,reject
545,0.21,Premium,D,VS2,60.6,60.0,386,3.85,3.81,2.32,accept
546,0.53,Ideal,F,VVS1,62.1,53.2,2273,5.17,5.21,3.22,accept
547,0.3,Premium,D,IF,62.1,59.0,1130,4.27,4.29,2.66,accept
548,1.21,Very Good,F,VS2,63.5,58.0,7826,6.76,6.73,4.28,reject
549,1.2,Premium,I,VS2,61.3,60.0,4131,6.79,6.75,4.15,reject
550,0.57,Premium,D,SI2,61.3,59.0,1012,5.32,5.28,3.25,reject
551,0.31,Ideal,I,VVS1,61.6,55.0,557,4.36,4.41,2.7,reject
552,0.71,Premium,D,VS1,61.6,58.0,3479,5.78,5.72,3.54,accept
553,0.7,Ideal,F,VS2,61.4,58.0,3011,5.7,5.73,3.51,accept
554,0.34,Ideal,D,VVS2,60.1,57.0,918,4.54,4.58,2.74,accept
555,0.32,Very Good,F,VVS1,59.4,59.0,886,4.45,4.47,2.65,accept
556,0.32,Ideal,E,VS2,61.7,55.0,702,4.36,4.42,2.71,accept
557,0.34,Ideal,F,VVS1,62.9,56.0,935,4.45,4.48,2.81,accept
558,0.97,Fair,G,I1,57.2,60.0,1547,6.59,6.36,3.72,reject
559,2.45,Ideal,J,VS2,60.4,56.0,18113,8.72,8.81,5.3,reject
560,0.38,Ideal,F,VVS2,62.7,56.0,1033,4.61,4.64,2.9,accept
561,0.5,Very Good,J,SI2,60.7,57.0,947,5.11,5.13,3.11,reject
562,0.51,Very Good,G,VS1,63.3,56.0,1560,5.05,5.08,3.21,reject
563,0.52,Ideal,D,SI1,61.5,55.0,1600,5.19,5.22,3.2,reject
564,1.28,Premium,I,SI1,62.6,55.0,6093,6.97,6.93,4.35,reject
565,0.37,Ideal,E,VS2,62.3,56.0,811,4.56,4.59,2.85,accept
566,0.32,Ideal,E,VVS2,61.3,57.0,779,4.39,4.42,2.7,accept
567,0.56,Premium,E,SI1,62.5,59.0,1653,5.24,5.2,3.26,reject
568,0.55,Very Good,D,VS1,59.5,56.0,2251,5.35,5.38,3.19,accept
569,0.5,Ideal,G,VS2,62.6,57.0,1424,5.11,5.05,3.18,reject
570,0.53,Premium,D,VS1,61.3,58.0,2321,5.27,5.2,3.21,accept
571,0.34,Ideal,E,VS1,61.6,55.0,790,4.5,4.52,2.78,reject
572,0.33,Very Good,E,VVS2,60.1,63.0,981,4.45,4.5,2.69,accept
573,0.31,Ideal,I,VS1,61.6,55.0,628,4.36,4.34,2.68,reject
574,0.35,Premium,F,SI1,60.2,58.0,748,4.6,4.54,2.75,reject
575,0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,accept
576,0.3,Ideal,E,VVS2,61.8,56.0,789,4.31,4.33,2.67,accept
577,0.64,Good,D,SI1,57.7,57.0,1838,5.69,5.75,3.3,reject
578,1.24,Ideal,H,VS1,63.0,55.0,5055,6.84,6.81,4.3,reject
579,1.11,Very Good,H,SI1,62.0,55.0,4871,6.61,6.68,4.12,reject
580,0.72,Ideal,G,SI2,62.1,54.0,2079,5.77,5.82,3.6,reject
581,1.52,Very Good,D,VS2,62.4,58.0,13799,7.23,7.28,4.53,reject
582,0.23,Ideal,F,VS2,61.5,55.0,498,3.93,3.97,2.43,accept
583,0.54,Ideal,H,SI1,62.0,54.0,1065,5.23,5.28,3.26,reject
584,0.32,Very Good,F,VVS1,62.7,60.0,926,4.32,4.35,2.72,accept
585,0.57,Very Good,D,VS2,60.4,57.0,1651,5.35,5.38,3.24,accept
586,1.0,Fair,E,SI2,65.2,56.0,4256,6.3,6.12,4.05,reject
587,1.5,Very Good,F,VS2,59.7,56.0,13537,7.42,7.46,4.44,reject
588,0.43,Ideal,D,VS1,61.6,56.0,1264,4.86,4.85,2.99,reject
589,0.53,Ideal,H,SI1,62.5,56.0,1236,5.15,5.19,3.23,reject
590,0.32,Ideal,E,VS2,61.4,56.0,702,4.4,4.43,2.71,accept
591,0.34,Ideal,E,VVS1,62.1,57.0,1084,4.5,4.46,2.78,accept
592,0.3,Premium,F,IF,61.6,58.0,1013,4.35,4.32,2.67,accept
593,1.52,Good,G,SI2,63.1,58.0,7933,7.21,7.3,4.58,reject
594,0.5,Ideal,F,VVS2,61.6,56.0,2052,5.08,5.11,3.14,accept
595,0.51,Ideal,E,VS2,61.8,56.0,1781,5.14,5.12,3.17,accept
596,0.35,Ideal,F,VS2,62.1,57.0,706,4.53,4.55,2.82,accept
597,0.7,Very Good,F,VS2,63.5,56.0,2250,5.64,5.45,3.52,accept
598,0.3,Very Good,E,VS2,61.6,61.0,585,4.26,4.31,2.64,accept
599,1.56,Very Good,H,SI2,59.9,59.0,8317,7.47,7.52,4.49,reject
600,0.3,Ideal,E,VVS2,61.6,56.0,766,4.32,4.35,2.67,accept
601,0.7,Fair,D,SI1,66.0,56.0,2093,5.45,5.52,3.62,reject
602,0.4,Very Good,G,VS1,61.8,58.0,822,4.69,4.72,2.91,reject
603,0.42,Ideal,G,VVS1,61.7,55.0,1235,4.84,4.78,2.97,reject
604,0.55,Very Good,E,VS2,62.3,61.0,1669,5.16,5.21,3.23,accept
605,1.23,Fair,E,I1,67.4,56.0,3692,6.76,6.56,4.49,reject
606,0.48,Ideal,G,VS1,61.9,55.0,1615,5.02,5.06,3.12,reject
607,0.24,Very Good,F,VS2,61.4,58.0,419,3.99,4.05,2.47,accept
608,2.01,Ideal,G,SI2,61.5,55.0,11602,8.15,8.11,5.0,reject
609,0.33,Very Good,G,VVS2,61.4,55.0,692,4.46,4.5,2.75,reject
610,0.31,Ideal,D,VS2,60.7,56.0,942,4.38,4.35,2.65,accept
611,0.61,Ideal,F,VVS2,61.7,55.0,2833,5.45,5.48,3.37,accept
612,1.5,Premium,E,SI2,60.1,60.0,9450,7.42,7.35,4.44,reject
613,0.53,Ideal,E,VS2,60.7,57.0,1743,5.27,5.3,3.2,accept
614,0.5,Good,G,VS2,57.9,61.0,1316,5.2,5.23,3.02,reject
615,1.27,Ideal,J,VS1,62.0,57.0,5008,6.96,6.92,4.3,reject
616,0.7,Ideal,E,VS2,62.2,55.0,3172,5.64,5.67,3.52,accept
617,0.7,Very Good,H,VVS1,59.2,60.0,2893,5.87,5.78,3.45,reject
618,1.22,Ideal,F,VS1,61.5,56.0,9756,6.89,6.84,4.22,reject
619,0.3,Very Good,F,VS2,62.7,58.0,605,4.25,4.3,2.68,accept
620,2.02,Premium,G,SI2,63.0,59.0,15014,8.05,7.95,5.03,reject
621,0.34,Premium,D,VS2,60.4,60.0,1033,4.56,4.51,2.74,accept
622,0.64,Good,F,VS2,59.3,60.7,2063,5.59,5.66,3.34,accept
623,2.28,Good,J,SI1,63.7,55.0,14350,8.35,8.28,5.3,reject
624,0.7,Very Good,F,VS2,61.4,57.0,2400,5.73,5.76,3.53,accept
625,1.38,Ideal,G,SI2,61.4,55.0,7094,7.2,7.17,4.41,reject
626,0.3,Ideal,D,VS2,61.8,55.0,606,4.32,4.35,2.68,accept
627,1.0,Good,D,SI2,64.3,60.0,3965,6.22,6.19,3.99,reject
628,1.2,Ideal,I,VS1,61.5,59.0,6380,6.82,6.84,4.2,reject
629,1.09,Ideal,F,VS2,60.9,54.0,7385,6.66,6.73,4.08,reject
630,0.43,Premium,D,SI1,61.0,57.0,993,4.88,4.85,2.97,reject
631,1.52,Very Good,E,SI2,63.3,58.0,10214,7.31,7.25,4.61,reject
632,0.33,Ideal,F,VVS1,61.9,55.0,1021,4.44,4.42,2.74,accept
633,0.41,Ideal,D,VVS1,62.3,55.0,1582,4.78,4.75,2.97,accept
634,0.51,Ideal,D,VS2,61.9,54.0,1660,5.14,5.17,3.19,accept
635,1.1,Ideal,G,VS2,60.9,56.0,6939,6.68,6.79,4.1,reject
636,1.71,Very Good,I,SI2,62.7,58.0,8896,7.59,7.54,4.74,reject
637,0.78,Premium,F,SI1,62.3,57.0,2469,5.86,5.85,3.65,reject
638,0.32,Premium,F,VS2,60.8,58.0,828,4.44,4.41,2.69,accept
639,1.58,Ideal,I,VVS1,61.9,55.0,11435,7.47,7.51,4.64,reject
640,1.61,Premium,H,SI1,61.4,58.0,9341,7.59,7.53,4.64,reject
641,1.03,Ideal,H,SI1,59.8,57.0,5018,6.64,6.57,3.95,reject
642,1.09,Premium,G,IF,61.3,58.0,10065,6.64,6.6,4.06,reject
643,1.01,Good,F,VS2,63.1,60.0,6416,6.36,6.39,4.02,reject
644,0.33,Premium,G,VS1,62.2,58.0,854,4.42,4.39,2.74,reject
645,0.51,Good,G,VVS2,63.3,58.0,1800,5.04,5.07,3.2,reject
646,0.32,Ideal,E,IF,61.9,56.0,1095,4.4,4.42,2.73,accept
647,0.56,Ideal,F,VVS2,62.2,54.3,2260,5.26,5.29,3.28,accept
648,1.2,Premium,G,VS1,62.4,59.0,8056,6.73,6.69,4.19,reject
649,0.55,Ideal,E,VS2,61.8,57.0,1792,5.34,5.27,3.28,accept
650,0.33,Premium,G,VVS1,62.1,58.0,1114,4.43,4.4,2.74,reject
651,0.47,Fair,D,IF,60.6,60.0,2211,5.09,4.98,3.05,accept
652,0.52,Very Good,E,SI2,60.7,56.0,1112,5.17,5.21,3.15,reject
653,0.61,Premium,E,SI2,61.3,59.0,1715,5.48,5.39,3.33,reject
654,1.01,Premium,F,SI1,61.8,59.0,4899,6.34,6.41,3.94,reject
655,0.91,Fair,D,VS2,65.7,58.0,4107,6.04,5.99,3.95,reject
656,0.44,Premium,E,VS2,62.3,59.0,1073,4.91,4.81,3.03,accept
